,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry
199,QC336,Que.,Saguenay,2020-08-10 00:00:00,2020-08-10 00:00:00,Policy,Openings - education,"Who: Office of the minister of education and higher education
What: Announced operational plan for fall reopenings for schools including updates on case management for these institutions: classes will no longer need to be divided into subgroups of a maximum of 6 students; students must maintain a physical distance of 2 metres with members of the school staff and other groups of students but do not need to maintain physical distancing between students within the same classroom; all students must return to in-person learning (exceptions for students with medical conditions or living with someone with a medical condition, who will have distance learning made available to them); masks are mandatory for all students from grade 5 up as well as for all members of the school staff when travelling within the school or on school public transport; masks are not mandatory inside the classroom or cafeterias 
Effective until: ",https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Provincial/territorial,No,
200,QC344,Que.,Capitale-Nationale,2020-08-19 00:00:00,2020-08-19 00:00:00,Openings,Openings - education,"Who: Minister of health and social services
What: Lifted the suspension of education and instructional services provided by educational insitutions
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
201,QC344,Que.,Montréal,2020-08-19 00:00:00,2020-08-19 00:00:00,Openings,Openings - education,"Who: Minister of health and social services
What: Lifted the suspension of education and instructional services provided by educational insitutions
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
202,QC344,Que.,Estrie,2020-08-19 00:00:00,2020-08-19 00:00:00,Openings,Openings - education,"Who: Minister of health and social services
What: Lifted the suspension of education and instructional services provided by educational insitutions
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
203,QC344,Que.,Mauricie,2020-08-19 00:00:00,2020-08-19 00:00:00,Openings,Openings - education,"Who: Minister of health and social services
What: Lifted the suspension of education and instructional services provided by educational insitutions
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
204,QC344,Que.,Saguenay,2020-08-19 00:00:00,2020-08-19 00:00:00,Openings,Openings - education,"Who: Minister of health and social services
What: Lifted the suspension of education and instructional services provided by educational insitutions
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
205,QC345,Que.,Capitale-Nationale,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
206,QC345,Que.,Montréal,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
207,QC345,Que.,Estrie,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
208,QC345,Que.,Mauricie,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
209,QC345,Que.,Saguenay,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
210,QC347,Que.,Capitale-Nationale,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - daycares,"Who: Minister of health and social services
What: Lifted the limit on the number of students allowed in daycares located in schools
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
211,QC347,Que.,Montréal,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - daycares,"Who: Minister of health and social services
What: Lifted the limit on the number of students allowed in daycares located in schools
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
212,QC347,Que.,Estrie,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - daycares,"Who: Minister of health and social services
What: Lifted the limit on the number of students allowed in daycares located in schools
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
213,QC347,Que.,Mauricie,2020-08-19 00:00:00,2020-08-24 00:00:00,Policy,Openings - daycares,"Who: Minister of health and social services
What: Lifted the limit on the number of students allowed in daycares located in schools
Effective until: ",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Provincial/territorial,No,
